Era 1
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.43
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.16
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.36
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -54.00
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.12
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.71
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.37
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -60.54
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -55.27
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -53.93
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -58.57
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.38
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -69.87
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -59.46
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.84
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.70
Expected = sky, 	 Predicted = brickface, 	 Log of the likelihood = -52.93
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -62.89
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -54.85
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -60.07
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.11
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.35
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.59
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -52.76
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.49
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -52.99
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -59.90
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -59.93
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.06
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.59
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -52.93
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -61.94
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -58.45
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -55.05
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.80
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.91
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.95
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -54.71
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -52.57
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -58.51
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -52.51
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -62.75
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -54.50
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.08
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -61.67
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.20
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -65.69
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -57.28
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.61
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -63.44
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -59.57
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.42
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.47
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -64.55
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.89
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -59.49
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -52.54
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.16
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -83.61
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -58.13
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -59.51
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -57.10
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.80
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.54
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -52.94
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -56.15
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.94
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.75
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -54.87
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -55.84
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -57.55
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -53.83
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.59
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.57
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.78
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -92.53
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -66.74
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -61.29
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.89
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.13
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.84
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.52
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.40
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.87
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.04
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.87
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -57.87
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.47
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.45
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.11
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -56.93
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.11
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.43
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -52.46
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.92
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.34
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -68.39
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -53.83
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -59.05
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.30
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -52.17
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -57.16
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -56.36
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -54.00
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.12
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.71
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.37
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -60.54
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -55.27
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -53.93
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -58.57
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.38
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -69.87
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -59.46
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.84
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -56.70
Expected = brickface, 	 Predicted = brickface, 	 Log of the likelihood = -52.93




Era 15
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.07
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.25
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.50
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.05
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.77
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.20
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -60.69
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.78
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.14
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.18
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.78
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -58.42
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -61.22
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.57
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -54.51
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -63.50
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.89
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -71.13
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -58.22
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.74
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.77
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -63.13
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -60.38
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -59.32
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.34
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.72
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.13
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -57.38
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -69.84
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -58.15
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.86
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.08
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -65.59
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -59.44
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.54
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.93
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -58.31
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.15
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.98
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.35
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -60.94
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.79
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.85
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.72
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.94
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.22
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.94
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.31
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.48
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.51
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.29
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -59.23
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -64.27
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.94
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.22
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -54.77
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.73
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.57
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -63.73
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.51
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -62.59
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.92
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -53.94
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.20
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.85
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -68.39
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.11
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.11
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.32
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -65.76
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.29
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.95
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.64
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.11
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.04
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -64.17
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.98
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.35
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.81
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.74
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -59.85
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.86
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.38
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.06
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.94
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -65.86
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.97
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.60
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.50
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -62.38
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.85
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.81
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.44
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.91
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -54.02
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.83
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.07
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -54.92
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.02
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.56
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.07
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.25
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -54.50
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.05
